乘隙 顺便
春暖花开 百花齐放
诲人不惓 谆谆教导
移动 转移
海誓山盟 矢志不移
寻求 物色
浪蝶游蜂 浪蝶狂蜂
教员 教师
熙来攘往 纷至杳来
蜕变 转移
一举两得 事半功倍
一意孤行 以意为之
表明 说明
背信弃义 见利忘义
遗臭万代 遗臭千年
撤退 除掉
有机可乘 有隙可乘
害怕 畏缩
胸怀大志 鸿鹄之志
目不苟视 目不邪视
兜售 兜销
书函 信札
神经病 精神病
讥刺 讽刺
善贾而沽 待贾而沽
故人 旧友
自强不息 闻鸡起舞
人山人海 人来人往
安身之地 安身之处
妨碍 阻碍
目眐心骇 目瞪心骇
界限 规模
炮火连天 烽火连天
密码 暗号
独创 首创
坚定 执意
劳顿 忙
碑帖 碑本
了解 懂得
坚决 坚强
一笑置之 置之不理
伺探 侦查
沦落风尘 流落他乡
厌弃 死心
专横 跋扈
详备 详尽
劝阻 奉劝
行运 走运
创制 制造
和光同尘 浑俗和光
饱经世变 饱经世故
独一无二 绝无仅有
可靠 稳当
悲痛欲绝 痛定思痛
秉公执法 言出法随
拿三撇四 拿班作势
托言 托词
壮阔 开朗
抑强扶弱 按强助弱
野心 阴谋
保护 守卫
狠毒 狰狞
挂心 挂记
反感 恶感
圆满 美满
作废 打消
弄法舞文 舞文玩法
千里镜 望远镜
惊恐 焦灼
粗糙 粗陋
捏造 诬蔑
遁迹桑门 遁迹空门
夺取 窃取
拮据 窘迫
但凡 凡是
全体 全豹
调动 调度
光复 复兴
离开 远离
能说会道 贫嘴薄舌
举夺由人 鞍前马后
满不在乎 若无其事
法令 规则
不分皂白 不分青白
反复无常 言而无信
条理不清 语无伦次
一言一动 一言一行
画龙点睛 锦上添花
允诺 答允
协同 配合
举世 环球
心腹 挚友
吐气扬眉 扬扬得意
纷乱 芜杂
修起 恢复
爽快 精炼
吝啬 孤寒
一日千里 风驰电掣
漫长 良久
实行 推行
冲州撞府 冲州过府
一笔勾消 一笔勾销
作乱 反叛
瓦解 离散
峥巆 嶒嵘
令人神往 引人入胜
圆活 敏捷
唇揭齿寒 巢倾卵破
白龙微服 白龙鱼服
兵戎相见 刀兵相见
势不两立 唇齿相依
徇私舞弊 自私自利
纠纷 纷争
联贯 连绵
体现 表现
流逝 荏苒
卒业 结业
北鄙之声 北鄙之音
节流 节约
一直 平素
记忆 追思
歧视 鄙视
息事宁人 排难解纷
开花 着花
久安长治 长治久安
特意 特特
敝衣枵腹 穷困潦倒
严厉 严酷
游移 犹豫
仙游 作古
守口如瓶 秘而不宣
发指眦裂 怒发冲冠
惦记 想念
自大 自得
怀才不遇 材大难用
精益求精 锦上添花
深渊 深谷
徐行 漫步
联贯 连接
没落 衰败
男女老少 男女老幼
主见 宗旨
标志 记号
热中 热忱
亘古未有 前所未有
穷奢极侈 荒淫无耻
从容 安定
枉使心机 枉费心力
反客为主 喧宾夺主
天高地厚 高天厚地
汗牛充栋 车载斗量
狡滑 狡诈
弄巧反拙 弄巧成拙
年光 韶光
偶而 有时
孤苦伶仃 鳏寡孤独
先声夺人 先礼后兵
挽救 转圜
拯救 补救
魂不着体 魂不附体
络续 赓续
坐卧不安 如坐针毡
亡故 牺牲
歌颂 称赞
低沉 降低
兵荒马乱 流离转徙
言不虚发 言必有中
隔断 隔离
维系 链接
叠矩重规 重规叠矩
犬牙交错 纵横交叉
药到回春 药到病除
各自为政 群龙无首
毫发不爽 百无一失
一成不变 依然如故
暮气沉沉 老气横秋
永夜 长夜
名不符实 有名无实
以勤补拙 将勤补拙
罄竹难书 罪行累累
开张 揭幕
伤害 凌辱
妄图 意图
摇荡 荡漾
怒不可遏 拊膺切齿
扰乱 烦扰
休战 媾和
得鱼忘筌 过河拆桥
枉费口舌 白费口舌
完好无损 完好无缺
吝惜 珍视
前车可鉴 殷鉴不远
占据 霸占
删繁就简 删芜就简
兔尽狗烹 卸磨杀驴
凹下 凹陷
说长话短 说长说短
为人作嫁 舍己为人
趁机 顺便
才具 能力
亡故 逝世
千岁一时 千载一时
柔滑 柔软
威严 威厉
统帅 统领
去如黄鹤 石沉大海
不准 制止
文饰 遮盖
和风细雨 温文尔雅
杂沓 混杂
停滞 停留
响彻云际 响彻云霄
奇文轶事 稗官野史
付之一笑 嗤之以鼻
遗簪坠舄 遗簪弃舄
促使 敦促
如日方升 旭日东升
商酌 计划
研商 考虑
燕语莺声 鸟语花香
追忆 追溯
危如累卵 摇摇欲倒
哭泣 抽泣
帝闉 畿辇
泥古不化 食古不化
运智铺谋 运计铺谋
柔嫩 柔滑
怒容满面 金刚怒目
抢劫 抢掠
不快 悲痛
敬服 爱慕
梢公 海员
即速 赶快
缠绵悱恻 辗转反侧
神意自若 神色自若
雍容华贵 雍容尔雅
断魂 销魂
大谬不然 荒诞无稽
源源不断 连续不断
中选 入选
倘诺 若是
左摇右晃 踉踉跄跄
一发千钧 危在旦夕
卖弄风情 搔首弄姿
束手就擒 自投罗网
投其所好 曲意奉迎
无声无息 湮没无音
懒惰 疏懒
急公好义 成人之美
创造 制造
机关 组织
万死一生 危如累卵
柳宠花迷 花红柳绿
接续 连续
梁上君子 鼠窃狗偷
凤髓龙肝 龙肝凤髓
不入虎穴，焉得虎子 亲临其境
放任 放手
阿谀奉承 阿谀奉迎
回天乏术 独木难支
凶兆 恶兆
盛情 盛意
巡警 捕快
打成一片 水乳交融
吸取 接收
并驾齐驱 迥然不同
自出机杼 自出机轴
石室金匮 金匮石室
发表 宣布
后悔不迭 追悔莫及
发达 茂盛
指挥 提醒
建设 扶植
饱经霜雪 饱经风霜
自己 自身
发愤 奋发
爱才若渴 知人善任
推却 辞让
叫喊 哗闹
位子 职位
僻静 寂然
部署 陈设
茶话会 谈话会
以身试法 作奸犯科
风仪 风度
衮衮诸公 高官厚禄
英杰 豪杰
加入 参与
气象一新 焕然一新
舛误 错误
元首 领袖
求学 求知
积存 积贮
怨言 牢骚
奇特 独特
眉飞色舞 耀武扬威
形态 样子
耳提面命 苦口婆心
储蓄 积聚
烦琐 繁杂词语
决别 永诀
序言 绪论
来者不善 来者不善,善者不来
刀光剑影 磨刀霍霍
切磋 商议
怒不可遏 怒火中烧
谠言嘉论 谠言直声
观赏 赏玩
前所未有 无与伦比
情意绵绵 男欢女爱
凋谢 枯萎
小批 少量
选取 选拔
高屋建瓴 高高在上
敲诈 欺诈
防守 预防
不自量力 癞蛤蟆想吃天鹅肉
数不胜数 难更仆数
箴规 针砭
尖利 锋利
储备 储存
不堪入目 行同狗彘
功成不居 功成弗居
坐以待旦 夜以继日
钩元提要 钩玄提要
诬捏 造谣
杀生与夺 生杀予夺
一向 平昔
偃武兴文 偃武行文
当断不断 犹豫不决
二话不说 二话没说
惊心动魄 胆战心惊
名噪一时 烜赫一时
狼狈为奸 表里为奸
故障 防碍
线路 透露
甜头 益处
大智若愚 深藏若虚
训练有方 训练有素
争辩 冲突
一会儿 顷刻间
依草附木 攀龙附凤
利用 诈欺
创建 缔造
大智大勇 有勇有谋
畿辇 神皋
忧愁 愁人
光复 克复
暗号 记号
咨询 商议
飞觥献斝 飞觥走斝
以前 往日
天分 天生
天翻地覆 时过境迁
始末 经过
名望 名誉
卖国求荣 忧国忘家
书本 书籍
将来 改日
一溜 一转
大吵大闹 大呼小叫
明媚 明朗
仗势欺人 欺善怕恶
源源而来 源远流长
安身 容身
一天 全日
浮生一梦 浮生若梦
故入人罪 深文周纳
各自为政 各自为营
培育 造就
开心见诚 开诚相见
桑榆暮年 迟暮之年
喜欢 心爱
披荆斩棘 斗志昂扬
推却 推托
人去楼空 触景生情
时光 时间
扳连 牵连
东窗事发 真相大白
寻欢作乐 花天酒地
撮土为香 撮土焚香
并辔齐驱 齐驱并驾
翘足引领 翘首远望
歌乐 笙歌
打击 进攻
坦然 安然
斥责 质问
天涯 海角
打扮 盛装
研究 钻探
獐头鼠目 贼眉鼠眼
干练 才干
刚巧 正值
言之谆谆，听之藐藐 言者谆谆，听者藐藐
半信半疑 无可置疑
目达耳通 耳聪目明
会议 聚会
人才济济 济济彬彬
审查 稽察
安逸 清闲
冒死 拼死
不知所错 束手无策
宾客盈门 车马盈门
久远 悠远
废寝忘食 枵腹从公
准许 照准
魂飞魄丧 魂飞魄越
东主 雇主
展现 表示
渺茫 迷茫
才具 才干
事倍功半 得不偿失
少女 青娥
竹篱 篱笆
不共戴天 不同戴天
破涕为笑 转嗔为喜
创制 创设
显现 清楚
摆列 罗列
停息 停滞
潜藏 隐蔽
应天从人 应天从物
迷而知返 迷途知反
制止 制约
底子 根本
卖剑买牛 马放南山
功劳 功勋
省俭 节俭
一事无成 一窍不通
反面 后头
无拘无束 无拘无缚
来由 源由
交融 融合
助人为乐 解衣推食
伏贴 安妥
情况 环境
卷旗息鼓 掩旗息鼓
劫后余生 死里逃生
脱逃 逃脱
大道 正途
总数 总额
形似 近似
快乐 痛快
口如悬河 呶呶不休
畏葸不前 胆战心惊
货泉 钱
失守 陷落
单丝不成线 独木不成林
合适 相宜
开垦 拓荒
乡里 老家
全数 总共
秘而不言 秘而不露
加添 添补
扶养 抚养
估计 揣测
交代 布置
罚不当罪 罪不当罚
悲伤 悲痛
力所能及 无能为力
不足 亏空
强盛 昌盛
异乡 异域
音尘 音问
会集 鸠合
杀人越货 江洋大盗
全盘托出 直言不讳
垂青 敬重
一蹶不振 落花流水
热暑 酷暑
经历 通过
危在旦夕 气息奄奄
畅饮 痛饮
高大 魁梧
嘟哝 嘟囔
原谅 海涵
柔弱 羸弱
防患未然 防患未萌
蜚言 谣言
密谋 暗算
歌功颂德 讴功颂德
帏箔不修 帏薄不修
崇敬 推崇
寸草不生 荒无人烟
因循守旧 蹈袭前人
言论 言谈
充溢 弥漫
柏舟之节 柏舟之誓
熟悉 熟知
不断 无间
审查 查看
惨淡 暗澹
冷眼旁观 置身事外
外国 番邦
制约 限制
并肩而立 比肩而立
关联词 然则
大概 大约
衣服 衣物
不可偏废 缺一不可
讲究 重视
履行 执行
惹火烧身 招灾惹祸
进入 长入
天长地久 天长日久
峭壁 悬崖
仇恨 仇隙
一鳞半瓜 残缺不全
学徒 学生
尸体 尸首
粲焕 鲜丽
皎洁 皎白
安定 平定
拘泥 顽固
兀立 矗立
火速 迅速
京都 都门
广大 辽阔
朝思暮想 牵肠挂肚
招牌 牌号
人言啧啧 怨声载道
阻碍 阻难
悠悠自得 悠闲自在
同舟共济 情投意合
出生 诞生
小我 私人
似乎 访佛
坐井观天 盲人摸象
扑素 素净
糟蹋 鄙弃
无力自顾 自顾不暇
胆小 软弱
垃圾 破烂
匀称 平均
灾民 难民
入境问俗 入竟问禁
男大当婚，女大当嫁 男婚女嫁
禁不住 禁不起
侵犯 入侵
欣欣向荣 蒸蒸日上
争强斗胜 争权夺利
永存 长存
奇谋 神算
错彩镂金 镂金错彩
小心 晶体
卫戍 防范
停当 稳妥
一心 专注
芝兰之室 近朱者赤
一意孤行 独断独行
一心一德 同心合力
撤消 退却
顺风使船 顺风驶船
笑话 见笑
五颜六色 多姿多彩
堕落 蜕化
开心 快乐
怪诞不经 荒谬绝伦
破耗 破钞
华夏 诸华
凿壁偷光 悬梁刺股
欢声笑语 谈笑风生
无影无踪 销声匿迹
初叶 起始
不妨 能够
内外交困 内外交迫
果真 真的
呓语 梦呓
自取毁灭 自取灭亡
雄兵 雄师
乞贷 借钱
龙腾虎啸 龙骧虎啸
言之凿凿 言辞凿凿
无力 疲惫
倘佯 逗留
朽木不可雕 朽木不雕
劲头 干劲
避实击虚 避实就虚
样子 表情
半推半就 半真半假
恩惠 膏泽
手法 方法
停止 冻结
偏僻 荒僻
凝固 凝聚
乐观 积极
川流不息 源源不断
战抖 战栗
烘托 衬着
世代书香 家学渊源
出口成章 出语成章
促使 鼓动
坦率 爽快
挥动 挥舞
怀抱 襟怀
指责 申斥
创立 创设
勃然变色 勃然大怒
乐成 告成
所嫁非人 遇人不淑
杞人之忧 杞人忧天
筹划 筹办
悠然自得 泰然自若
徐行 缓步
果然 果真
仙逝 归天
欺世盗名 盗名欺世
墨守成规 安常习故
概况 概略
行将就木 风烛残年
主干 骨干
服帖 服理
不相上下 分庭伉礼
逐宕失返 逐流忘返
半面之交 半面之识
快速 讯速
见死不救 趁火打劫
好似 有如
风中之烛 风中残烛
若明若暗 醉中逐月
跳班 跳级
猜疑 疑惑
助纣为虐 如虎添翼
实事求是 循名责实
一蹴即至 一蹴而就
田园 田野
头领 首脑
爱生恶死 贪生怕死
磨穿铁鞋 踏破铁鞋
无足轻重微不足道 牛溲马勃
光明 明朗
天生地设 天生天化
党羽 羽翼
余闲 赋闲
冒充 混充
一再 频频
穷奢极欲 荒淫无耻
畅想 遐想
亡故 去世
勇往直前 奋勇向前
委靡不振 昏昏欲睡
一缘一会 天缘凑合
头领 领导
又作别论 又当别论
混闹 胡闹
放手 放纵
冬衣 寒衣
懈怠 散逸
聪慧 聪明
全盘 所有
产业 家当
喜怒哀乐 喜怒无常
征服 治服
体现 显示
亡命 遁迹
搜聚 采集
兄弟阋墙 祸起萧墙
求情 说情
心潮澎湃 思潮腾涌
杀鸡为黍 杀鸡炊黍
创作 创造
毂击肩摩 车水马龙
狗续貂尾 狗续金貂
人命危浅 日薄西山
老诚 诚实
一得之愚 一隅之见
少焉 片时
不可救疗 不可救药
特别 非常
举棋不定 犹豫不决
精美 精致
十步芳草 十步香草
扶老携幼 携幼扶老
一帆顺风 无往不利
参观 敬仰
初生之犊不畏虎 无所畏惧
立地 立时
迷恋 陶醉
中人 经纪
交战 战争
承受 秉承
兔死狐悲 物伤其类
刁滑 刁钻
途径 道路
游伴 玩伴
粗暴 粗鲁
跖犬噬尧 跖狗吠尧
不以为意 漠不关心
思念 牵记
十分 很是
按序 挨次
太平 安全
油漆 越发
振撼 震荡
宰相 宰辅
佃户 租户
喧嚣 喧嚷
以义割恩 反戈一击
渗出 渗透
揭示 揭露
车水马龙 马如游龙
认真 谨慎
一掷千金 铺张浪费
悔之莫及 江心补漏
偏僻 冷落
浓烈 浓郁
开心 痛快
德高望尊 德高望重
心算 默算
履险如夷 赴险如夷
关注 眷注
校阅 雠校
少见多怪 屡见不鲜
局面 现象
小心 留意
涣然一新 面目一新
胡说八道 语无伦次
全神贯注 心神专注
夙兴夜寐 起早摸黑
痛快 索性
今后 以来
浓妆 艳妆
书札 竹简
付出 贡献
旗鼓相当 棋逢对手
为所欲为 作威作福
照应 顾问
再造 复活
玩赏 赏玩
梵呪 梵咒
监守自盗 见利忘义
不容置疑 不由分说
奇趣横生 妙趣横生
复仇雪耻 报仇雪耻
从前 曩昔
不足为奇 层出不穷
惊诧 愕然
渺小 细小
旖旎风光 锦绣河山
唯一 独一
风起云涌 风靡云蒸
居心 用意
会议 理解
免职 解雇
明争暗斗 钩心斗角
殒命 毕命
一无所得 一无所成
十全 宽裕
妮儿 闺女
即将 行将
史乘 史籍
不攻自破 理屈词穷
加官进爵 加官进禄
寸步不离 形影不离
作假 虚假
宝藏 矿藏
嘲弄 讪笑
停留 停驻
博古通今 见多识广
祸根 祸端
失掉 失落
医治 疗养
五行八作 各行各业
大作 通行
才情 才智
智小谋大 知小谋大
弱小 矮小
皇亲国戚 达官贵人
光明正大 行不由径
发笑 失笑
俯仰无愧 问心无愧
宽阔 广宽
窒塞 障碍
柔弱 荏弱
呆子 笨伯
天涯比邻 近在咫尺
谬采虚声 谬采虚誉
歌咏 赞扬
判别 辩别
一致 相仿
词章 词翰
初一 月朔
遇害 遭殃
安宁 安祥
一帆顺风 一往无前
单调 贫乏
日不暇给 日理万机
忠告 规谏
恶积祸盈 死有余辜
容貌 模样
敦厚 淳厚
帏薄不修 帷薄不修
和气 温暖
成就 造就
声望 荣誉
兴致勃勃 兴趣盎然
强悍 野蛮
妈妈 姆妈
故交 故旧
急急巴巴 慌慌张张
蜕化 转变
负俗之累 负俗之讥
假仁假义 假装好人
丢失 损失
挚友 相知
仪态 风度
不失时机 机不可失
杜绝 阻绝
一落千丈 日落千丈
自鸣得意 踌躇满志
妙想天开 想入非非
厚古薄今 是古非今
 两袖清风
交代 吩咐
束手束脚 束手束足
岁终 年终
片文只字 片言一字
改正 校订
形影相随 难舍难分
怨言 抱怨
新仇旧恨 血海深仇
副手 助理
波涛汹涌 浊浪排空
肥头大耳 骨瘦如柴
打情骂俏 搔首弄姿
清规戒律 金科玉律
寂寞 寂静
切实 真实
上客 稀客
家乡 故乡
形貌 描述
书信 书简
嘉言善行 嘉言懿行
奖励 赏赐
米珠薪桂 食玉炊桂
分割 盘据
一言九鼎 九鼎大吕
老谋深算 足智多谋
血肉模糊 血肉横飞
输送 运输
后悔莫及 追悔莫及
造谣中伤 飞短流长
告竣 杀青
乘人之危 趁火打劫
言行不一 言行相诡
告慰 欣慰
玉碎 瓦全
无所不能 神通广大
得当 适合
推诚布信 推诚布公
切实 的确
困倦 疲倦
重振旗鼓 重整旗鼓
漏洞百出 破绽百出
失利 战败
伶仃 孤单
秀丽 秀雅
博闻强记 满腹经纶
良母贤妻 贤妻良母
晦涩 沉滞
纨绔子弟 膏粱子弟
奇异 瑰异
往日 过去
斥逐 驱逐
不存芥蒂 宽宏大量
场合 场面
日新月异 突飞猛进
编纂 编著
遐迩着闻 遐迩闻名
朦拢 隐晦
驱策 鼓励
测度 猜度
分解 解析
分散 涣散
不明不白 无缘无故
奸险 狡猾
坏蛋 恶人
渊涓蠖濩 渊蜎蠖伏
传布 传颂
伤化败俗 败化伤风
充沛 充盈
人仰马翻 马仰人翻
充溢 迷漫
筋疲力竭 精疲力尽
唯利是图 据为己有
极点 极端
惬意 舒畅
创造 制作
反其道而行之 反治其身
一无所获 两手空空
宣传 转播
卫戍 防御
慷慨 激动
其中 此中
本原 本源
内人 妻子
彻夜 整夜
帐然 惘然
独树一帜 自我作古
提神 留心
心口不一 花言巧语
掌握 职掌
尊严 尊容
扬长而去 远走高飞
妨碍 波折
一刀两断 千丝万缕
和善 温和
杨花心性 杨花水性
仿效 仿造
敬佩 敬重
力争上游 力求上进
秦晋之好 秦晋之盟
等闲视之 置若罔闻
平方 通常
独揽 驾御
补助 补贴
精妙绝伦 精美绝伦
古怪 怪诞
冷清 沉寂
怠慢 懒惰
琵琶旧语 琵琶胡语
掩藏 遮蔽
朝气 生机
形式 花式
斩木揭竿 斩竿揭木
束手束脚 束手缚脚
优良 优越
拔树寻根 追根究底
引子 绪言
一家之说 一家之辞
姑息 纵容
开首 起首
明修栈道 暗渡陈仓
指东划西 指东画西
大意 粗心
停顿 勾留
天分 赋性
热诚 真诚
拦阻 禁止
勉强 曲折
备案 存案
粗枝大叶 胆大妄为
孤苦伶仃 无依无靠
别无长物 身无长物
建造 设备
助手 襄助
困兽犹斗 狗急跳墙
嗤笑 嘲讽
清扫 驱除
心悦神怡 心旷神怡
强词夺理 蛮横无理
引领 引颈
匆匆中 匆忙
寄望 属意
穷极其妙 穷极要妙
偏僻 生僻
意识 认识
仙姿佚貌 仙姿玉质
手舞足蹈 洋洋得意
品学兼优 德才兼备
坚强不屈 百炼成钢
感到 感觉
沉迷 陷溺
先驱 前驱
佛口蛇心 笑里藏刀
坚实 牢靠
范例 规范
书牍 尺素
侦查 考核
俊秀 姣好
口若悬河 能言善辩
雕刻 雕镂
富可敌国 富堪敌国
洞天福地 福地洞天
南辕北辙 掘地寻天
映现 闪现
重温旧业 重理旧业
