击 拍
敕 旨
额 额头
世界 界
不可 不容
围棋 棋
之上 以上
拉 牵
为 弄
亢 骄
不仅 不祇
国外 异国
抚 邻
刷 印
晓得 知道
孬 差
但 就是
仅只 祇
常 经常
发出 送
减少 降低
逼使 逼迫
对 得
倍 加倍
活 生存
碍 阻
滋 补
大声 高声
不易 难
拢 靠
叫作 称为
遭 遭受
困 埋
全 全部
不大 不太
煞为 绝顶
奶奶 婆
毁 破坏
民 民众
精于 长
带 率领
曝 曝光
可见 足见
置 设有
唯独 祇有
叫 让
弦 心情
请 请假
面 面临
高 高雄市
唯有 祇有
愈益 更形
勺子 汤匙
意 意义
穷 陋
挂 逝
打拼 拼
体 基本
这么样 那么
即时 立
打 虏
专擅 精于
沐 除去
击 撞
弱 离开
原因 肇始
教练 训练
哪里 如何
如何 怎
一起 共
阻 阻挡
许 许愿
仗 战役
儿 男
测 预测
尬 比
影 状
怕 惊
打 敲
称做 谓
工 擅长
回 回嘴
己 身
专擅 长于
人家 本人
况 情况
主意 点子
妈 娘娘
弛 疏
果 设
合乎 符合
去除 拔
使 敕
点 点数
英 英文
转 转手
恶 透
介 超
有一点儿 有点儿
尾 臀
不仅仅 非但
捏 掌握
录 记
似 类
清 清理
一大半 多半
轻 轻度
紧 重要
全 壹
哀 悲悯
关门 关闭
唤 称
乘 乘坐
拳 拳头
书 卷
一点点 有些
清洗 驱
气体 汽
掩 遮
拉 拨
棒 棒球
随后 顿
兄 昆
烦 讨厌
禁不住 经不住
中山 孙中山
果真 真的
聚集 集
拿 持
放出 散
个人 阿拉
祸 难
使 假使
假如 若是
所得 收入
处 看待
抹 拭
刹 召
更 更动
夜 夜晚
很多 许许多多
何其 多么
抵 避
形 显露
中国 京
奔放 迈
使 运
维 维系
臣 臣下
杖 棒
爸 爹地
尽可能 尽量
免 甭
习 俗
欠 该
暴 锐
逗 逗号
国 角落
创 建设
父 爹地
业经 即已
繁 许许多多
伏 潜在
肥 胀
作 干
势 铁定
前面 早
抡 挥
心智 精神
挡 格
姑 婆婆
尚 还
为 便是
分 角分
开花 放
挪 移
辽 阔
左派 左边
杜鹃 杜鹃树
接 连接
托 衬
叫作 呼
得到 患
即令 即便
优秀 杰出
具 皆
恐龙 龙
开 驱
仅 祇不过
生 陌生
扛 揹
约 约莫
衣服 衫
建立 立
下注 押
中华 中国
姑 姑姑
保 投
脚 足
蒋 蒋中正
减低 落
棋 棋子
制 造
美 美好
俄 转眼间
脖 领
含 带
昼 白天
寝 止
咱 本人
奇 好生
即已 已然
好多 很多
弃 牺牲
前 过往
弹 跃
存放 贮
否 恶
打定 确定
家 房子
牢 监狱
哪 那儿
愈加 更加
带给 给
常常 恒
夹 浑
保存 志
理 鸟
不消说 不用说
刷 突破
落 落后
扯 瞎
回去 死亡
友人 朋
司 负责
容 颜
了解 明了
产 产业界
作出 做
发 发出
激 超级
转化为 转成
例如 比方
反正 横竖
使用 费
做 当成
染 沾
乎 于
懂 知道
便 粪
怕 约略
打 搭
且 暂且
将 将军
众多 多多
密 密切
有些 点儿
去 来
掰 造
撤 除去
聘 聘请
插 钻
修 修理
不单 不只
料 肥料
如果 如若
加上 加入
中 里头
以内 里
印 印度
持 本
了 解
回去 毙
彻底 根本
大 长大
符 符号
刷 破
举行 作
引以为忧 担
已然 既
趁 趁著
拦 朝
之至 死
随后 马上
肚 胸
故 故交
叫 称呼
品 等级
尔等 汝等
便 则
条 线
即 就是说
夫 男人
战 抗战
畔 边
赔 输
看 览
力量 效果
但 只是
乏 敝
凸 爱
忌 禁忌
出 显
事实 实际
完全 完成
包 包养
杀 清除
体 体制
被 让
仅 光
卜 占卜
宽 疏
中国式 中式
遭到 遭遇
卜 看
匝 圈子
人员 员
乡 故乡
名次 排名
势 姿
苏俄 苏联
丢 扔
少 欠
著称 闻
鸣叫 鸣唱
婆 祖母
今 是
成为 转变为
俺 愚
俾使 期使
情绪 意
翅 翼
参观 走
坐 打坐
回 次
沙 沙沙
啥 甚么
开 开口
界 邻
工 擅
屋子 房子
果 水果
增长 提高
丘 坟
缀 饰
城 城市
抖 挫
予 余
争 攫
衔接 连
作 造
缺 贫
眉 眉毛
想要 要求
一再 反复
撑杆 杆
固定 定
巧 恰
腿 足
使 施
不过 仅只
低 矮
基础 立基
属于 归
中央大学 央
下降 跌
暑 炙
亚运 亚运会
叫 称
投入 用
太阳 阳
屋 房子
摄 照相
按 靠
极了 死
严峻 严重
向 问
提议 议
崖 涯
地 地下
思想 意
包括 连
勾 摄
问题 题
烧 焚
分 画成
乌 鸦
现 眼前
保 保持
淫 过度
已经 既
仿 影
厚 浓
涌 涌起
破 粪
予 咱
贩卖 销售
拦 望
告 告诉
不及 还不如
临 倚
不停 不断
帮助 扶
就 秉
算 计算
好似 看似
测 测量
抹 搓
接近 近
推 推举
独 祇有
巨 庞大
担 背
吸 吸收
常 时常
换句话说 换言之
反复 频频
中间 当中
白 白白
哈 火
毙 煞为
行 行动
木 树
澳 澳洲
占有 持
位于 处于
脸 面
乌 乌鸦
连 连接
压 压缩
脸 脸色
沈 落
废 臭
父 爷
促 催
秋 秋千
瞬 顿时
违反 违背
爷 阿爸
到家 杀
极为 绝
实 真实
疾病 病症
落 降低
拉 掉
下降 降
娴熟 纯
公 公公
纪 记录
平 平声
款项 钱
为止 止
出来 显
尽管 饶
免于 避免
优点 长
冠 帽
心醉 沉醉
发出 散
也 亦
朝 朝代
又 壹
人员 郎
叙 聊
到家 绝
意即 意谓
区 地
取胜 败
铁 铁定
思索 看看
不仅仅 不祇
好比说 譬如
乃至 甚至
百分比 趴
刻 面前
乏 劳
脚 角
哈 红
去除 沐
单 独
赶 驱
了 得
情景 画面
殁 过往
太多 过多
照片 照相
气 汽
挡 碍
介 相当
这 这边
付 付费
器 器具
临 遇上
极 至为
背 记得
倚 靠
赛 超越
奏 有效
巴 盼
真正 确实
环 环绕
差 陈
以至 连
少许 点点
登 登录
假如说 如果
汇聚 群聚
区域 角落
关 涉
错 非
送行 饯行
情感 感情
牺牲 祭品
即将 将要
毙 透
捣 毁
包括 涵盖
存在 立
举办 作
呈现 显露
毒 毒害
土地 土壤
干旱 旱
提到 提起
生长 长
约略 约莫
学校 补习班
编 编组
总算 终于
如若 脱
纵 释
追 逼
跳 跳票
呼 曰
气 气体
事情 干
于 对
抹 擦
有点 有点儿
罪 辜
远程 远端
只不过 惟有
催 催促
大驾 钧座
待 待到
匕 杓
妨碍 当
展现 现
仅有 祇
行 走路
接近 薄
许配 配
儿时 幼时
挂 离去
方 缘
探讨 究
报 报复
原本 本来
活 过
加温 增温
既是 既然
死 盛
之内 内部
刚好 恰恰好
此 这里
出 来自
冀 想要
个 独立
品 流
老子 道德经
特别 老
一连 连
立刻 马上
归 归还
东亚 远东
众多 好些
拦 阻挡
中山 中山大学
学 学术
偷 拉
予 咱家
接 靠
埋 尤
热 焚
做 做出
今天 目前
明 清楚
壳 房屋
有一点 有些
庞大 弘
钧座 阁下
害 灾
公 祖父
学生 生
争相 竞相
丧 丧失
朝 面临
倘 如
使 使出
创 造
栽 种
分 分别
停 绝
吃下去 吸食
一 每
甚么 胡
疲 累
叫做 谓
仍旧 依旧
的 确
理论 说
施 施肥
判 判官
巴 期
考 考证
况 更何况
得 遇
一块儿 一起
发出 吭
刷 打破
假使 如若
喂 抚
惨遭 罹
专 专程
宽 弛
叫做 称
幅 幅度
派 系
储存 存
不管 无
遇上 遇到
卸 灭
影 电影
历时 经历
作案 犯案
接 邻
景 画面
既 都
司 宰
假若 若是
黄 黄色
号 编号
回去 死掉
提及 谈到
前往 望
芝麻 麻
位置 次
刻意 故
尚 崇
交往 过往
河 黄河
则 即
家 屋
度 阶
办 办公室
举办 做
呆 矬
背 驼
浅 轻度
突破 解
抵 达
漫 漫画
慢 慢慢
直至 降至
延后 推
例如 比如
痴 蠢
寒 寒假
宁 宁可
校正 纠
家园 屋
微微 稍微
之至 极
分 分成
朗诵 颂
寝 息
来自 来自于
变 转变为
泛 漂
躲 避
网络 网路
南京 宁
考古 考古学
有关 涉
仪 器
以为 认
离开 过往
本乎 本诸
承租 赁
粘 黏附
灭 熄
粉 精
秀 荣
残 笨
胡子 胡须
减轻 削减
人士 民
大韩民国 韩国
看 看病
创 打开
壹 浑１
店 舖
鸣 鸣唱
所以 职是之故
参与 尬
上 睡
予 给予
云 说
带有 有
一 悉皆
今 刻
当成 视作
帝 帝国主义
供 招
诗 诗经
地 角落
思 想
久 长
鸦 黑
合而为一 结为
动 起
不由自主 禁不住
基本 基础
以及 兼
打 纠
随即 随后
卧 隐
犹 若
奖牌 牌
戴１ 捧
专擅 擅长
成立 筑
故宫 故宫博物院
老子 老爹
升 升火
寄 托
凤 女儿
更 越发
啃 用
惟独 祇有
凌 胜过
解 释
作 的
捷 捷运
作 写
更加 益
理睬 鸟
年龄 龄
东德 德意志民主共和国
熄 移
向 望
怀 拥
为 成
零 零钱
气候 状况
亏 糗
垦 垦丁
熟 熟悉
孵化 推进
愈加 愈发
印 印尼
显示 显示出
吸收 吸纳
搭 输
看 看守
口 嘴
有一点儿 有一点点
卷 拱
参加 预
封蔽 遮
站起来 起来
尝 曾
今天 现在
买下 买下来
正 赞
存 贮
年尾 年底
渴 渴望
乱 特
上天 天
仅 单
简单 草
工 长
作 当作
烧 牛
灭绝 驱
传 传播
戏 游
鼻 鼻子
一般 普遍
严峻 紧
困 眠
不能 使不得
一会儿 会
虽然 饶
毙 至极
为啥 因何
担 操心
变为 转变为
交 相
变 变为
朋 知识
鹂 黄莺
方 法
尾 尾巴
画廊 艺廊
看到 见到
一些 点儿
归纳 落
啖 喂
甚至 连
卷 矬
应 答应
写 显
翅 鱼翅
仅只 只不过
为 干
关闭 锁
薄 迫
洗 移
说明 载明
儿 子
历 经
愁 烦
中 大陆
留下 遗留下
悉数 浑
扔 掷
如 脱
纵 释放
篮 篮球
关系 导因
短 缺点
凌 盖
你们 您们
作为 当
吸 吸食
南投县 投
按 据
不料 岂料
担 操
沈浸 浸淫
窥 观望
父亲 爹
无所谓 没关系
去 挪
女 女人
倘若 假使
儿子 龙
积 积累
合 捏
绕 缠住
缓 缓慢
丰采 风采
以内 际
好生 特
创 筑
常 常常
举例 取
北 台北市
避 防
汽缸 缸
左 左派
愈发 愈趋
发出 名
年代 年头
成为 转变成
刚刚好 刚好
跳 跳舞
剥 扒
入 钻
陪 陪伴
全 整
忖 思考
得 遇到
莫 难以
曝 泄
占领 略
巴 巴西
后面 慢
伏 降
勺 匕
开讲 敍
有一些 有点
脱 要
假若 如
懂 知
胡乱 草率
思 挂
打算 计划
榜样 表
科 课
加入 进去
帅 带
吊 思
指 斥
位处 身处
原有 本
抢 拉
塞 有幸
巴 期盼
严 紧
淡 薄
个性 性格
刊 登
打 打结
准 必定
会 懂得
管 统
刮 剥
主要 宏
旋 随即
赛 超
家乡 家园
抗 避
行 表现
今人 日人
偷 干
或者 或许
便是 就
期望 盼望
料 肥
后面 而后
包 打包
役 窘
系 绑
要 该
劲 样
打 挖掘
内 里头
不过 偏偏
之余 除此之外
之前 以往
水泥 牛
羡 羡慕
挪 洗
类 部门
打 打工
抗 抵
叙 叙述
变化 转变
归 放
一心一意 倾心
些 点儿
教 要
汰 过度
势 必
互 互相
城市 都市
贝 贝多芬
余 咱
不仅仅 不单
益 益发
扛 负
亩 英亩
念 阅读
爷爷 祖父
冲击 攻
扶 扶正
择 挑
联 集合
警 警察
作 解决
女 女儿
回去 殁
企 思
光 干净
上 睡觉
盛 装
墨 黑
即使 就是
苏 苏联
在下 我
展 展览
境地 气候
词 话语
得 罹患
赏 赞赏
水 水星
套 缚
倘若 如
乃 就是
艳 骄
仲 弟弟
奇 很
听讲 听说
底 极限
受困于 陷
浑 胡乱
或者 抑是
布 遍
退 退步
范 范围
南非 南非共和国
公顷 顷
一 整
杆 钓竿
唤 称作
煮 煮饭
映 盖
